study_id,item_id,item_filename,tester_id,tester_external_id,tester_display_name,item_question,tester_item_answer,notes,aoi_fixations_order
,,dialog1_normal_mask.mp4,,,Anonymous,,,RealEye v6.13.28; FixationFilterSettings [gazePointInterpolationHz = 60; gazePointInterpolationMaxGapMs = 50; gazeVelocityThreshold = 21; minFixationDurationMs = 100; noiseReductionLevel = 21],
